BVHD|37.4,24.1,25.3,-6.1,-173.5|0.9,0.6,0.5,0,0
GEOJIT|11.7,7.1,4.7,17.4,-16.9|0,0,0.1,0,0
GMSO|26.2,26.4,31.7,26.2,13.8|0,0,0,0,0
GJHC|-1.8,9.2,12.6,18.5,23.6|2.3,2.3,1.7,1.5,1.0
GCHS|17.3,24.4,11.9,15.4,16.0|0,0,0,0,0
ISHV|14.4,12.2,13.4,7.0,13.4|0,0,0,0,0
GGEM|9.1,14.0,15.7,15.7,0.8|0.2,0.1,0.2,0.2,0.2
GLPH|19.3,22.7,18.3,15.8,16.4|0.5,0.7,0.8,0.9,0.6
PARA|46.6,48.3,33.9,31.1,24.6|0.3,0.5,0.3,0.8,0.5
GMRI|-8.0,1.2,0.1,-45.4,-43.6|3.4,4.3,4.4,6.4,7.5
GDFR|20.6,19.4,16.1,14.8,14.0|0.2,0.2,0.2,0.1,0
GDCN|25.9,24.0,20.1,21.0,22.0|0.5,0.6,0.4,0.5,0.5
GDSP|12.3,12.6,11.9,12.5,13.9|0.5,0.3,0.4,0.5,0.5
GPL|6.8,9.7,8.9,10.3,10.7|0.1,0.3,0.2,0.3,0.3
GOEX|-24.5,-58.3,-88.3,-5.4,21.8|0,0,0,0.5,0.2
GOL|18.1,2.3,-4.0,-2.9,-8.7|2.1,1.9,2.7,2.7,2.5
GDRK|21.9,11.1,16.5,10.4,-6.8|0,0,0,0,0
GDYR|20.4,15.9,22.2,20.4,21.2|0,0,0,0,0
CNEV|12.8,7.9,7.4,3.3,3.5|0.1,0.1,0.1,0,0
GRSM|15.5,13.8,9.6,7.5,9.1|0.3,0.3,0.4,0.3,0.2
GRVS|25.0,29.9,20.2,15.1,10.2|0,0,0,0,0
GRNPY|15.5,7.5,15.6,25.2,20.1|1.5,0.9,0.7,0.5,0.5
GRNR|22.3,18.8,15.0,16.8,15.5|0,0,0,0,0
GRFN|28.8,31.2,29.7,29.1,28.6|0,0,0,0,0
SBCH|31.0,32.1,37.2,27.6,28.1|0,0,0,0,0
GLXO|22.1,28.0,24.2,25.8,21.9|0,0,0,0,0
GBTL|12.3,-37.1,-58.2,-52.0,1,679.8|2.1,3.3,3.3,2.1,-28.2
GUSP|26.4,21.3,17.7,12.3,12.9|0.6,0.4,0.4,0.3,0.2
GJAX|18.4,9.0,17.2,14.7,10.2|0,0,0,0,0
GAPL|20.2,17.6,11.8,12.3,48.1|0.1,0.1,0.1,0,0
